timestamp,ip_address,username,status,event_type
2026-09-05 17:41:23,103.45.67.89,guest,FAILED,LOGIN
2026-09-05 17:41:24,103.45.67.89,administrator,FAILED,LOGIN
2026-09-05 17:41:37,103.45.67.89,guest,FAILED,LOGIN
2026-09-05 17:41:37,103.45.67.89,guest,FAILED,LOGIN
2026-09-05 17:41:43,103.45.67.89,postgres,FAILED,LOGIN
2026-09-05 17:41:51,103.45.67.89,postgres,FAILED,LOGIN
2026-09-05 17:41:52,103.45.67.89,guest,FAILED,LOGIN
2026-09-05 17:42:13,103.45.67.89,administrator,FAILED,LOGIN
2026-09-05 17:42:40,103.45.67.89,guest,FAILED,LOGIN
2026-09-05 17:42:49,103.45.67.89,user,FAILED,LOGIN
2026-09-05 17:53:30,192.168.1.12,erin,SUCCESS,LOGIN
2026-09-05 17:54:07,192.168.1.11,carol,SUCCESS,SUDO
2026-09-05 17:58:04,192.168.1.10,carol,SUCCESS,SUDO
2026-09-05 17:58:20,192.168.1.10,carol,SUCCESS,LOGIN
2026-09-05 17:58:58,192.168.1.10,dave,SUCCESS,LOGOUT
2026-09-05 17:59:07,192.168.1.10,alice,SUCCESS,LOGOUT
2026-09-05 18:00:05,192.168.1.10,alice,SUCCESS,LOGOUT
2026-09-05 18:00:21,192.168.1.14,bob,SUCCESS,LOGOUT
2026-09-05 18:04:37,192.168.1.14,carol,SUCCESS,LOGIN
2026-09-05 18:06:13,192.168.1.10,bob,SUCCESS,LOGIN
2026-09-05 18:07:22,192.168.1.10,bob,SUCCESS,LOGIN
2026-09-05 18:13:13,192.168.1.13,alice,SUCCESS,LOGIN
2026-09-05 18:19:25,192.168.1.14,carol,SUCCESS,SUDO
2026-09-05 18:30:23,192.168.1.12,dave,SUCCESS,LOGIN
2026-09-05 18:31:55,192.168.1.12,dave,SUCCESS,LOGOUT
2026-09-05 18:41:09,192.168.1.11,alice,SUCCESS,LOGOUT
2026-09-05 18:44:28,192.168.1.12,erin,SUCCESS,LOGIN
2026-09-05 18:51:48,192.168.1.14,erin,SUCCESS,LOGIN
2026-09-05 18:55:55,192.168.1.13,erin,SUCCESS,LOGIN
2026-09-05 18:58:16,192.168.1.12,carol,SUCCESS,LOGIN
2026-09-05 18:59:48,192.168.1.11,dave,SUCCESS,LOGIN
2026-09-05 19:06:30,192.168.1.11,carol,SUCCESS,LOGIN
2026-09-05 19:07:12,192.168.1.10,dave,SUCCESS,LOGIN
2026-09-05 19:08:52,192.168.1.14,carol,SUCCESS,FILE_ACCESS
2026-09-05 19:11:36,192.168.1.12,erin,SUCCESS,LOGOUT
2026-09-05 19:13:04,192.168.1.11,dave,SUCCESS,LOGIN
2026-09-05 19:13:07,192.168.1.11,erin,SUCCESS,SUDO
2026-09-05 19:14:19,192.168.1.14,dave,SUCCESS,LOGIN
2026-09-05 19:16:20,192.168.1.12,alice,SUCCESS,LOGIN
2026-09-05 19:17:18,192.168.1.14,carol,SUCCESS,LOGIN
2026-09-05 19:19:12,192.168.1.13,alice,SUCCESS,LOGOUT
2026-09-05 19:22:10,192.168.1.11,bob,SUCCESS,LOGOUT
2026-09-05 19:28:35,192.168.1.14,erin,SUCCESS,SUDO
2026-09-05 19:29:42,192.168.1.11,carol,SUCCESS,SUDO
2026-09-05 19:32:35,192.168.1.14,bob,SUCCESS,LOGOUT
2026-09-05 19:39:27,192.168.1.10,dave,SUCCESS,LOGIN
2026-09-05 19:41:34,192.168.1.10,bob,SUCCESS,SUDO
2026-09-05 19:42:22,192.168.1.12,bob,SUCCESS,LOGIN
2026-09-05 19:47:58,192.168.1.12,dave,SUCCESS,FILE_ACCESS
2026-09-05 19:54:50,192.168.1.14,erin,SUCCESS,LOGOUT
2026-09-05 19:55:15,192.168.1.11,carol,SUCCESS,LOGOUT
2026-09-05 19:56:01,192.168.1.14,carol,SUCCESS,LOGOUT
2026-09-05 20:01:59,192.168.1.14,alice,SUCCESS,LOGIN
2026-09-05 20:04:04,192.168.1.12,alice,SUCCESS,LOGOUT
2026-09-05 20:05:52,192.168.1.13,erin,SUCCESS,FILE_ACCESS
2026-09-05 20:12:59,192.168.1.11,erin,SUCCESS,LOGOUT
2026-09-05 20:15:11,192.168.1.11,carol,SUCCESS,LOGIN
2026-09-05 20:16:32,192.168.1.11,dave,SUCCESS,LOGOUT
2026-09-05 20:16:57,192.168.1.10,carol,SUCCESS,LOGOUT
2026-09-05 20:26:04,192.168.1.10,dave,FAILED,LOGIN
2026-09-05 20:27:33,192.168.1.13,carol,SUCCESS,LOGIN
2026-09-05 20:29:24,192.168.1.13,alice,SUCCESS,LOGIN
2026-09-05 20:34:48,192.168.1.12,bob,SUCCESS,LOGIN
2026-09-05 20:44:56,192.168.1.10,carol,SUCCESS,LOGOUT
2026-09-05 20:47:52,192.168.1.13,carol,SUCCESS,LOGOUT
2026-09-05 20:49:26,192.168.1.13,bob,SUCCESS,LOGOUT
2026-09-05 20:54:12,192.168.1.14,carol,SUCCESS,SUDO
2026-09-05 20:54:14,192.168.1.10,carol,SUCCESS,LOGIN
2026-09-05 21:03:57,192.168.1.13,bob,SUCCESS,SUDO
2026-09-05 21:15:24,192.168.1.12,dave,SUCCESS,LOGIN
2026-09-05 21:15:39,192.168.1.12,bob,SUCCESS,SUDO
2026-09-05 21:16:47,192.168.1.12,dave,SUCCESS,SUDO
2026-09-05 21:18:41,192.168.1.10,erin,SUCCESS,LOGIN
2026-09-05 21:22:25,192.168.1.14,carol,SUCCESS,LOGOUT
2026-09-05 21:23:00,192.168.1.10,bob,SUCCESS,LOGOUT
2026-09-05 21:36:04,192.168.1.12,dave,SUCCESS,LOGIN
2026-09-05 21:53:17,192.168.1.10,carol,SUCCESS,SUDO
2026-09-05 21:59:07,192.168.1.12,carol,SUCCESS,LOGOUT
2026-09-05 21:59:23,192.168.1.12,alice,SUCCESS,LOGIN
2026-09-05 22:01:38,192.168.1.10,carol,SUCCESS,SUDO
2026-09-05 22:09:07,192.168.1.14,alice,SUCCESS,LOGIN
2026-09-05 22:12:27,192.168.1.11,bob,SUCCESS,LOGOUT
2026-09-05 22:15:17,192.168.1.10,carol,SUCCESS,LOGIN
2026-09-05 22:16:12,192.168.1.10,bob,SUCCESS,LOGIN
2026-09-05 22:16:51,192.168.1.13,alice,SUCCESS,LOGOUT
2026-09-05 22:17:57,192.168.1.13,bob,SUCCESS,LOGIN
2026-09-05 22:20:08,192.168.1.13,erin,SUCCESS,SUDO
2026-09-05 22:22:27,192.168.1.14,alice,SUCCESS,LOGIN
2026-09-05 22:23:32,192.168.1.10,dave,SUCCESS,LOGIN
2026-09-05 22:23:52,192.168.1.13,alice,SUCCESS,LOGIN
2026-09-05 22:24:41,192.168.1.11,carol,SUCCESS,LOGIN
2026-09-05 22:27:41,192.168.1.12,alice,SUCCESS,LOGIN
2026-09-05 22:31:48,192.168.1.11,dave,SUCCESS,LOGIN
2026-09-05 22:35:26,192.168.1.14,erin,SUCCESS,LOGIN
2026-09-05 22:38:32,192.168.1.10,carol,SUCCESS,LOGIN
2026-09-05 22:40:17,192.168.1.14,erin,SUCCESS,LOGIN
2026-09-05 22:42:04,192.168.1.11,bob,SUCCESS,LOGOUT
2026-09-05 22:44:09,192.168.1.11,erin,SUCCESS,LOGIN
2026-09-05 22:44:14,192.168.1.14,alice,SUCCESS,SUDO
2026-09-05 22:45:35,192.168.1.10,carol,SUCCESS,LOGIN
2026-09-05 22:51:46,192.168.1.11,carol,SUCCESS,LOGIN
2026-09-05 22:52:50,192.168.1.10,alice,SUCCESS,LOGIN
2026-09-05 22:57:59,192.168.1.14,bob,SUCCESS,SUDO
2026-09-05 22:58:43,192.168.1.12,carol,SUCCESS,LOGOUT
2026-09-05 23:01:24,192.168.1.14,dave,SUCCESS,LOGOUT
2026-09-05 23:04:09,192.168.1.12,alice,SUCCESS,LOGIN
2026-09-05 23:05:24,192.168.1.13,alice,SUCCESS,LOGIN
2026-09-05 23:07:07,192.168.1.10,dave,SUCCESS,LOGOUT
2026-09-05 23:07:49,192.168.1.13,dave,SUCCESS,LOGIN
2026-09-05 23:08:09,192.168.1.13,dave,SUCCESS,LOGIN
2026-09-05 23:09:03,192.168.1.10,carol,SUCCESS,LOGIN
2026-09-05 23:10:10,192.168.1.10,alice,SUCCESS,SUDO
2026-09-05 23:11:33,192.168.1.12,carol,SUCCESS,LOGIN
2026-09-05 23:12:11,192.168.1.14,dave,SUCCESS,FILE_ACCESS
2026-09-05 23:13:17,192.168.1.14,alice,SUCCESS,LOGOUT
2026-09-05 23:14:52,192.168.1.10,alice,SUCCESS,LOGOUT
2026-09-05 23:15:23,192.168.1.11,erin,SUCCESS,SUDO
2026-09-05 23:22:31,192.168.1.14,bob,SUCCESS,LOGOUT
2026-09-05 23:44:03,192.168.1.12,carol,SUCCESS,LOGIN
2026-09-05 23:50:48,192.168.1.11,dave,SUCCESS,LOGOUT
2026-09-05 23:52:05,192.168.1.11,carol,SUCCESS,LOGOUT
2026-09-05 23:54:50,192.168.1.11,dave,SUCCESS,LOGIN
2026-09-06 00:01:39,192.168.1.13,dave,SUCCESS,LOGOUT
2026-09-06 00:04:39,192.168.1.14,bob,SUCCESS,LOGIN
2026-09-06 00:05:01,192.168.1.11,carol,SUCCESS,LOGOUT
2026-09-06 00:07:47,192.168.1.12,alice,SUCCESS,LOGIN
2026-09-06 00:10:40,192.168.1.13,alice,SUCCESS,LOGOUT
2026-09-06 00:10:48,192.168.1.14,bob,SUCCESS,LOGOUT
2026-09-06 00:11:55,192.168.1.10,alice,SUCCESS,LOGOUT
2026-09-06 00:19:22,192.168.1.11,erin,SUCCESS,LOGOUT
2026-09-06 00:20:02,192.168.1.10,carol,SUCCESS,LOGIN
2026-09-06 00:21:36,192.168.1.12,carol,SUCCESS,SUDO
2026-09-06 00:27:46,192.168.1.14,erin,SUCCESS,LOGIN
2026-09-06 00:30:12,192.168.1.10,bob,SUCCESS,LOGOUT
2026-09-06 00:34:14,192.168.1.13,erin,FAILED,LOGIN
2026-09-06 00:36:06,192.168.1.10,dave,SUCCESS,LOGIN
2026-09-06 00:38:23,192.168.1.13,alice,SUCCESS,LOGIN
2026-09-06 00:38:55,192.168.1.10,dave,SUCCESS,LOGIN
2026-09-06 00:40:47,192.168.1.13,dave,SUCCESS,FILE_ACCESS
2026-09-06 00:41:00,192.168.1.12,bob,SUCCESS,LOGIN
2026-09-06 00:44:42,192.168.1.13,erin,SUCCESS,LOGOUT
2026-09-06 00:46:12,192.168.1.13,bob,SUCCESS,LOGIN
2026-09-06 00:49:02,192.168.1.10,carol,SUCCESS,LOGIN
2026-09-06 00:50:07,192.168.1.10,carol,SUCCESS,LOGIN
2026-09-06 00:52:09,192.168.1.14,erin,SUCCESS,LOGIN
2026-09-06 00:58:29,192.168.1.11,carol,SUCCESS,LOGIN
2026-09-06 01:00:50,192.168.1.10,dave,SUCCESS,LOGOUT
2026-09-06 01:01:20,192.168.1.14,carol,SUCCESS,LOGOUT
2026-09-06 01:07:40,192.168.1.11,carol,SUCCESS,LOGIN
2026-09-06 01:09:38,192.168.1.12,bob,FAILED,FILE_ACCESS
2026-09-06 01:20:51,192.168.1.12,alice,SUCCESS,LOGIN
2026-09-06 01:22:22,192.168.1.14,carol,SUCCESS,LOGIN
2026-09-06 01:24:12,192.168.1.12,alice,SUCCESS,SUDO
2026-09-06 01:25:46,192.168.1.11,alice,SUCCESS,FILE_ACCESS
2026-09-06 01:31:22,192.168.1.14,carol,SUCCESS,LOGOUT
2026-09-06 01:32:21,192.168.1.13,carol,SUCCESS,FILE_ACCESS
2026-09-06 01:38:21,192.168.1.11,alice,SUCCESS,LOGIN
2026-09-06 01:40:27,192.168.1.10,dave,SUCCESS,FILE_ACCESS
2026-09-06 01:40:50,192.168.1.14,carol,SUCCESS,LOGOUT
2026-09-06 01:41:24,192.168.1.14,dave,SUCCESS,LOGIN
2026-09-06 01:44:38,192.168.1.13,alice,SUCCESS,LOGIN
2026-09-06 01:45:58,192.168.1.12,bob,SUCCESS,FILE_ACCESS
2026-09-06 01:47:29,192.168.1.14,bob,SUCCESS,LOGIN
2026-09-06 01:49:18,192.168.1.13,alice,SUCCESS,LOGIN
2026-09-06 01:50:35,192.168.1.14,erin,SUCCESS,LOGIN
2026-09-06 01:53:51,192.168.1.13,alice,SUCCESS,LOGIN
2026-09-06 02:00:22,192.168.1.10,alice,SUCCESS,LOGIN
2026-09-06 02:03:46,192.168.1.10,carol,SUCCESS,LOGIN
2026-09-06 02:08:04,192.168.1.14,dave,SUCCESS,LOGIN
2026-09-06 02:08:48,192.168.1.14,alice,SUCCESS,LOGOUT
2026-09-06 02:17:12,192.168.1.14,carol,SUCCESS,LOGOUT
2026-09-06 02:22:31,192.168.1.12,dave,SUCCESS,FILE_ACCESS
2026-09-06 02:23:54,192.168.1.12,dave,SUCCESS,LOGIN
2026-09-06 02:35:01,192.168.1.13,erin,SUCCESS,LOGOUT
2026-09-06 02:35:07,192.168.1.10,erin,SUCCESS,LOGOUT
2026-09-06 02:36:43,192.168.1.14,alice,SUCCESS,LOGIN
2026-09-06 02:44:54,192.168.1.10,erin,SUCCESS,SUDO
2026-09-06 02:49:12,192.168.1.10,erin,SUCCESS,LOGIN
2026-09-06 02:49:24,192.168.1.12,erin,SUCCESS,LOGIN
2026-09-06 02:49:54,192.168.1.14,bob,SUCCESS,LOGOUT
2026-09-06 02:53:35,192.168.1.13,alice,SUCCESS,SUDO
2026-09-06 02:53:57,192.168.1.12,erin,SUCCESS,LOGIN
2026-09-06 03:00:30,192.168.1.10,carol,SUCCESS,LOGIN
2026-09-06 03:04:16,192.168.1.14,dave,SUCCESS,LOGOUT
2026-09-06 03:14:07,192.168.1.11,erin,SUCCESS,LOGOUT
2026-09-06 03:16:26,192.168.1.14,alice,SUCCESS,FILE_ACCESS
2026-09-06 03:17:28,192.168.1.14,carol,SUCCESS,LOGOUT
2026-09-06 03:18:28,192.168.1.12,bob,SUCCESS,LOGIN
2026-09-06 03:23:23,192.168.1.13,alice,SUCCESS,LOGIN
2026-09-06 03:23:50,192.168.1.12,dave,SUCCESS,FILE_ACCESS
2026-09-06 03:24:10,192.168.1.14,carol,SUCCESS,LOGIN
2026-09-06 03:24:33,192.168.1.10,alice,SUCCESS,LOGOUT
2026-09-06 03:26:04,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:26:08,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:26:08,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:26:10,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:26:12,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:26:24,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:26:24,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:26:28,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:26:32,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:26:34,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:26:37,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:26:40,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:26:43,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:26:44,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:26:46,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:26:48,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:26:54,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:27:02,192.168.1.11,carol,SUCCESS,LOGIN
2026-09-06 03:27:08,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:27:14,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:27:19,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:27:36,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:27:39,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:27:40,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:27:45,192.168.1.13,alice,SUCCESS,SUDO
2026-09-06 03:27:46,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:27:52,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:28:00,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:28:28,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:28:40,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:28:46,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:29:09,45.83.12.201,admin,SUCCESS,LOGIN
2026-09-06 03:29:48,45.83.12.201,admin,FAILED,LOGIN
2026-09-06 03:34:49,192.168.1.12,carol,SUCCESS,LOGIN
2026-09-06 03:39:06,192.168.1.11,erin,SUCCESS,LOGIN
2026-09-06 03:40:00,192.168.1.14,dave,SUCCESS,LOGIN
2026-09-06 03:41:23,192.168.1.12,alice,SUCCESS,LOGIN
2026-09-06 03:45:00,192.168.1.12,alice,SUCCESS,LOGIN
2026-09-06 03:45:32,192.168.1.14,dave,SUCCESS,LOGIN
2026-09-06 03:46:49,192.168.1.14,erin,SUCCESS,LOGIN
2026-09-06 03:47:00,192.168.1.14,carol,SUCCESS,SUDO
2026-09-06 03:48:10,192.168.1.14,alice,FAILED,LOGIN
2026-09-06 03:52:08,192.168.1.12,dave,SUCCESS,FILE_ACCESS
2026-09-06 03:52:19,192.168.1.14,alice,SUCCESS,LOGIN
2026-09-06 04:00:01,192.168.1.13,dave,SUCCESS,LOGIN
2026-09-06 04:03:55,192.168.1.11,erin,SUCCESS,LOGIN
2026-09-06 04:06:37,192.168.1.13,bob,SUCCESS,FILE_ACCESS
2026-09-06 04:21:25,192.168.1.13,erin,SUCCESS,LOGOUT
2026-09-06 04:24:48,192.168.1.12,carol,SUCCESS,LOGOUT
2026-09-06 04:25:06,192.168.1.13,carol,SUCCESS,LOGIN
2026-09-06 04:26:22,192.168.1.12,bob,SUCCESS,LOGIN
2026-09-06 04:43:01,192.168.1.13,alice,SUCCESS,LOGIN
2026-09-06 04:45:01,192.168.1.12,dave,SUCCESS,LOGIN
2026-09-06 04:46:29,192.168.1.13,carol,SUCCESS,LOGOUT
2026-09-06 04:49:12,192.168.1.11,dave,SUCCESS,FILE_ACCESS
2026-09-06 04:52:24,192.168.1.12,bob,SUCCESS,LOGOUT
2026-09-06 04:52:41,192.168.1.11,bob,SUCCESS,FILE_ACCESS
2026-09-06 04:52:48,192.168.1.10,alice,SUCCESS,LOGIN
2026-09-06 04:54:43,192.168.1.13,erin,SUCCESS,LOGIN
2026-09-06 05:00:24,192.168.1.12,erin,SUCCESS,LOGIN
2026-09-06 05:02:19,192.168.1.14,bob,SUCCESS,LOGIN
2026-09-06 05:03:58,192.168.1.14,erin,SUCCESS,LOGIN
2026-09-06 05:04:36,192.168.1.11,alice,SUCCESS,FILE_ACCESS
2026-09-06 05:11:56,192.168.1.12,dave,SUCCESS,LOGIN
2026-09-06 05:14:53,192.168.1.14,erin,SUCCESS,SUDO
2026-09-06 05:15:24,192.168.1.12,dave,SUCCESS,FILE_ACCESS
2026-09-06 05:18:47,192.168.1.11,erin,SUCCESS,LOGOUT
2026-09-06 05:22:23,192.168.1.13,dave,SUCCESS,LOGOUT
2026-09-06 05:24:15,192.168.1.14,dave,FAILED,LOGIN
2026-09-06 05:26:37,192.168.1.14,carol,SUCCESS,LOGIN
2026-09-06 05:27:40,192.168.1.12,bob,SUCCESS,LOGIN
2026-09-06 05:36:03,192.168.1.10,dave,SUCCESS,SUDO
2026-09-06 05:38:57,192.168.1.14,carol,SUCCESS,SUDO
2026-09-06 05:41:20,192.168.1.14,bob,SUCCESS,FILE_ACCESS
2026-09-06 05:44:42,192.168.1.11,erin,SUCCESS,LOGOUT
2026-09-06 05:47:47,192.168.1.12,erin,SUCCESS,LOGIN
2026-09-06 05:53:08,192.168.1.13,carol,SUCCESS,LOGOUT
2026-09-06 05:54:21,192.168.1.12,alice,SUCCESS,LOGIN
2026-09-06 05:57:08,192.168.1.11,carol,SUCCESS,SUDO
2026-09-06 05:58:28,192.168.1.12,carol,SUCCESS,LOGIN
2026-09-06 06:01:53,192.168.1.12,carol,SUCCESS,LOGIN
2026-09-06 06:03:13,192.168.1.14,alice,SUCCESS,LOGIN
2026-09-06 06:03:28,192.168.1.11,dave,SUCCESS,LOGIN
2026-09-06 06:07:19,192.168.1.13,bob,FAILED,LOGIN
2026-09-06 06:09:56,192.168.1.13,bob,SUCCESS,SUDO
2026-09-06 06:11:28,192.168.1.14,dave,SUCCESS,SUDO
2026-09-06 06:11:38,192.168.1.13,erin,SUCCESS,SUDO
2026-09-06 06:14:12,192.168.1.10,erin,SUCCESS,LOGOUT
2026-09-06 06:16:44,192.168.1.12,dave,SUCCESS,LOGIN
2026-09-06 06:18:03,192.168.1.13,bob,SUCCESS,LOGOUT
2026-09-06 06:19:21,192.168.1.12,carol,SUCCESS,LOGIN
2026-09-06 06:23:49,192.168.1.14,dave,SUCCESS,LOGOUT
2026-09-06 06:24:44,192.168.1.14,dave,SUCCESS,FILE_ACCESS
2026-09-06 06:27:21,192.168.1.12,erin,SUCCESS,LOGIN
2026-09-06 06:31:33,192.168.1.14,bob,SUCCESS,LOGIN
2026-09-06 06:39:53,192.168.1.13,dave,SUCCESS,LOGIN
2026-09-06 06:40:16,192.168.1.11,dave,SUCCESS,LOGIN
2026-09-06 06:41:59,192.168.1.10,alice,SUCCESS,LOGOUT
2026-09-06 06:46:57,192.168.1.14,bob,SUCCESS,LOGIN
2026-09-06 06:49:08,192.168.1.10,dave,SUCCESS,SUDO
2026-09-06 06:50:42,192.168.1.13,alice,SUCCESS,FILE_ACCESS
2026-09-06 06:52:13,192.168.1.11,alice,SUCCESS,FILE_ACCESS
2026-09-06 06:56:55,192.168.1.14,erin,SUCCESS,SUDO
2026-09-06 06:58:22,192.168.1.11,bob,SUCCESS,FILE_ACCESS
2026-09-06 06:59:56,192.168.1.14,alice,SUCCESS,SUDO
2026-09-06 07:01:32,192.168.1.12,erin,FAILED,LOGIN
2026-09-06 07:01:57,192.168.1.14,bob,SUCCESS,LOGIN
